,competitor_count_visit,first_competitor,second_competitor,count_of_competitor
81486,51,8,43,2
81487,51,6,45,2
81488,60,12,48,2
81489,45,9,36,2
81490,46,8,38,2
81491,54,7,47,2
81492,53,7,46,2
81493,48,2,46,2
81494,54,6,48,2
81495,60,12,48,2
81496,52,7,45,2
81497,58,5,53,2
81498,57,8,49,2
81499,36,5,31,2
81500,49,2,47,2
81501,55,4,51,2
81502,68,5,63,2
81503,70,9,61,2
81504,55,10,45,2
81505,60,11,49,2
81506,52,4,48,2
81507,43,7,36,2
81508,47,9,38,2
81509,59,10,49,2
81510,44,6,38,2
81511,62,8,54,2
81512,53,8,45,2
81513,49,6,43,2
81514,81,11,70,2
81515,54,9,45,2
81516,45,5,40,2
81517,47,7,40,2
81518,52,6,46,2
81519,51,2,49,2
81520,44,7,37,2
81521,52,8,44,2
81522,61,5,56,2
81523,48,10,38,2
81524,54,3,51,2
81525,48,6,42,2
81526,62,6,56,2
81527,56,4,52,2
81528,52,11,41,2
81529,54,7,47,2
81530,51,6,45,2
81531,58,3,55,2
81532,55,7,48,2
81533,48,7,41,2
81534,58,9,49,2
81535,62,5,57,2
81536,55,7,48,2
81537,40,6,34,2
81538,47,7,40,2
81539,64,6,58,2
81540,64,5,59,2
81541,54,5,49,2
81542,55,5,50,2
81543,50,6,44,2
81544,67,10,57,2
81545,51,4,47,2
81546,55,10,45,2
81547,47,7,40,2
81548,43,5,38,2
81549,50,6,44,2
81550,56,10,46,2
81551,62,13,49,2
81552,57,10,47,2
81553,44,6,38,2
81554,60,6,54,2
81555,50,9,41,2
81556,42,3,39,2
81557,57,9,48,2
81558,48,8,40,2
81559,47,7,40,2
81560,57,11,46,2
81561,56,5,51,2
81562,60,6,54,2
81563,48,6,42,2
81564,48,5,43,2
81565,59,12,47,2
81566,59,6,53,2
81567,50,5,45,2
81568,63,11,52,2
81569,65,5,60,2
81570,67,4,63,2
81571,50,5,45,2
81572,36,3,33,2
81573,57,8,49,2
81574,54,5,49,2
81575,56,8,48,2
81576,58,10,48,2
81577,57,6,51,2
81578,57,4,53,2
81579,48,9,39,2
81580,52,9,43,2
81581,47,8,39,2
81582,58,8,50,2
81583,47,4,43,2
81584,64,6,58,2
81585,58,8,50,2
81586,50,8,42,2
81587,62,6,56,2
81588,48,7,41,2
81589,47,6,41,2
81590,58,4,54,2
81591,56,5,51,2
81592,50,3,47,2
81593,51,7,44,2
81594,54,10,44,2
81595,60,10,50,2
81596,43,5,38,2
81597,58,4,54,2
81598,65,5,60,2
81599,55,4,51,2
81600,52,5,47,2
81601,40,6,34,2
81602,48,6,42,2
81603,56,5,51,2
81604,49,6,43,2
81605,51,7,44,2
81606,44,9,35,2
81607,54,4,50,2
81608,54,5,49,2
81609,55,3,52,2
81610,53,4,49,2
81611,45,8,37,2
81612,54,5,49,2
81613,34,4,30,2
81614,46,5,41,2
81615,55,9,46,2
81616,43,5,38,2
81617,66,10,56,2
81618,60,9,51,2
81619,47,6,41,2
81620,43,1,42,2
81621,62,9,53,2
81622,51,6,45,2
81623,62,5,57,2
81624,50,11,39,2
81625,54,6,48,2
81626,58,8,50,2
81627,53,5,48,2
81628,55,10,45,2
81629,61,9,52,2
81630,58,8,50,2
81631,51,6,45,2
81632,51,4,47,2
81633,51,7,44,2
81634,67,10,57,2
81635,52,3,49,2
81636,54,5,49,2
81637,60,8,52,2
81638,69,11,58,2
81639,68,6,62,2
81640,53,2,51,2
81641,39,5,34,2
81642,57,5,52,2
81643,57,8,49,2
81644,45,6,39,2
81645,55,5,50,2
81646,46,4,42,2
81647,51,6,45,2
81648,62,6,56,2
81649,54,12,42,2
81650,53,5,48,2
81651,54,10,44,2
81652,55,6,49,2
81653,54,6,48,2
81654,64,8,56,2
81655,52,7,45,2
81656,54,6,48,2
81657,57,2,55,2
81658,56,4,52,2
81659,52,5,47,2
81660,57,2,55,2
81661,57,6,51,2
81662,56,6,50,2
81663,46,9,37,2
81664,50,8,42,2
81665,46,3,43,2
81666,54,3,51,2
81667,70,7,63,2
81668,59,8,51,2
81669,55,7,48,2
81670,46,6,40,2
81671,73,11,62,2
81672,50,4,46,2
81673,67,8,59,2
81674,46,5,41,2
81675,55,7,48,2
81676,46,3,43,2
81677,62,6,56,2
81678,60,5,55,2
81679,61,5,56,2
81680,54,4,50,2
81681,48,6,42,2
81682,61,6,55,2
81683,62,8,54,2
81684,46,6,40,2
81685,60,5,55,2
81686,47,7,40,2
81687,56,10,46,2
81688,53,3,50,2
81689,51,8,43,2
81690,63,7,56,2
81691,48,5,43,2
81692,37,3,34,2
81693,44,6,38,2
81694,64,11,53,2
81695,54,5,49,2
81696,56,6,50,2
81697,62,3,59,2
81698,65,5,60,2
81699,49,4,45,2
81700,52,8,44,2
81701,41,2,39,2
81702,60,8,52,2
81703,60,8,52,2
81704,54,5,49,2
81705,56,7,49,2
81706,50,4,46,2
81707,59,7,52,2
81708,49,4,45,2
81709,48,7,41,2
81710,55,2,53,2
81711,50,9,41,2
81712,57,6,51,2
81713,52,11,41,2
81714,56,8,48,2
81715,49,4,45,2
81716,55,7,48,2
81717,59,7,52,2
81718,48,6,42,2
81719,53,7,46,2
81720,45,3,42,2
81721,59,10,49,2
81722,55,5,50,2
81723,67,6,61,2
81724,61,5,56,2
81725,48,6,42,2
81726,60,5,55,2
81727,56,7,49,2
81728,55,5,50,2
81729,44,9,35,2
81730,42,5,37,2
81731,61,5,56,2
81732,36,5,31,2
81733,50,2,48,2
81734,51,9,42,2
81735,52,9,43,2
81736,51,8,43,2
81737,48,7,41,2
81738,58,7,51,2
81739,46,4,42,2
81740,58,4,54,2
81741,57,5,52,2
81742,63,4,59,2
81743,62,12,50,2
81744,60,9,51,2
81745,49,5,44,2
81746,50,6,44,2
81747,38,5,33,2
81748,62,10,52,2
81749,59,9,50,2
81750,44,5,39,2
81751,56,11,45,2
81752,60,8,52,2
81753,45,2,43,2
81754,60,7,53,2
81755,65,6,59,2
81756,49,3,46,2
81757,43,3,40,2
81758,56,1,55,2
81759,43,6,37,2
81760,48,5,43,2
81761,58,1,57,2
81762,69,7,62,2
81763,62,10,52,2
81764,52,10,42,2
81765,55,1,54,2
81766,50,5,45,2
81767,59,5,54,2
81768,73,10,63,2
81769,51,5,46,2
81770,45,7,38,2
81771,48,6,42,2
81772,71,6,65,2
81773,55,5,50,2
81774,49,6,43,2
81775,49,4,45,2
81776,62,7,55,2
81777,44,3,41,2
81778,60,9,51,2
81779,48,4,44,2
81780,61,3,58,2
81781,58,9,49,2
81782,55,4,51,2
81783,63,7,56,2
81784,72,20,52,2
81785,57,6,51,2
81786,56,7,49,2
81787,59,9,50,2
81788,52,7,45,2
81789,62,8,54,2
81790,50,7,43,2
81791,60,11,49,2
81792,45,6,39,2
81793,53,10,43,2
81794,41,4,37,2
81795,59,5,54,2
81796,54,7,47,2
81797,55,8,47,2
81798,51,6,45,2
81799,63,7,56,2
81800,56,8,48,2
81801,50,5,45,2
81802,62,5,57,2
81803,60,9,51,2
81804,47,2,45,2
81805,51,4,47,2
81806,54,10,44,2
81807,55,10,45,2
81808,48,8,40,2
81809,57,4,53,2
81810,52,8,44,2
81811,43,3,40,2
81812,58,6,52,2
81813,58,8,50,2
81814,49,5,44,2
81815,51,9,42,2
81816,43,6,37,2
81817,62,10,52,2
81818,52,4,48,2
81819,39,5,34,2
81820,65,10,55,2
81821,63,6,57,2
81822,54,4,50,2
81823,69,10,59,2
81824,51,8,43,2
81825,46,9,37,2
81826,74,12,62,2
81827,70,13,57,2
81828,57,10,47,2
81829,38,3,35,2
81830,60,3,57,2
81831,55,7,48,2
81832,45,3,42,2
81833,61,6,55,2
81834,2,0,2,1
81835,49,4,45,2
81836,56,9,47,2
81837,52,6,46,2
81838,55,7,48,2
81839,50,5,45,2
81840,42,5,37,2
81841,50,6,44,2
81842,49,4,45,2
81843,41,1,40,2
81844,51,2,49,2
81845,66,7,59,2
81846,49,4,45,2
81847,52,9,43,2
81848,53,5,48,2
81849,43,7,36,2
81850,50,4,46,2
81851,50,4,46,2
81852,51,5,46,2
81853,50,7,43,2
81854,41,8,33,2
81855,43,5,38,2
81856,55,5,50,2
81857,54,5,49,2
81858,45,8,37,2
81859,61,9,52,2
81860,60,7,53,2
81861,65,2,63,2
81862,65,9,56,2
81863,51,5,46,2
81864,57,6,51,2
81865,63,9,54,2
81866,57,3,54,2
81867,62,3,59,2
81868,54,5,49,2
81869,46,5,41,2
81870,57,5,52,2
81871,56,7,49,2
81872,56,4,52,2
81873,52,3,49,2
81874,49,6,43,2
81875,51,5,46,2
81876,66,9,57,2
81877,59,2,57,2
81878,61,6,55,2
81879,47,8,39,2
81880,35,6,29,2
81881,61,11,50,2
81882,48,2,46,2
81883,48,2,46,2
81884,52,3,49,2
81885,57,10,47,2
81886,56,8,48,2
81887,62,7,55,2
81888,47,4,43,2
81889,49,7,42,2
81890,51,6,45,2
81891,55,7,48,2
81892,67,11,56,2
81893,45,5,40,2
81894,51,10,41,2
81895,44,4,40,2
81896,67,9,58,2
81897,54,6,48,2
81898,49,11,38,2
81899,62,5,57,2
81900,53,5,48,2
81901,55,5,50,2
81902,46,7,39,2
81903,47,3,44,2
81904,53,10,43,2
81905,45,3,42,2
81906,58,7,51,2
81907,53,8,45,2
81908,55,6,49,2
81909,62,8,54,2
81910,56,8,48,2
81911,68,9,59,2
81912,43,4,39,2
81913,60,5,55,2
81914,58,7,51,2
81915,57,10,47,2
81916,39,7,32,2
81917,67,4,63,2
81918,56,7,49,2
81919,43,5,38,2
81920,53,6,47,2
81921,68,7,61,2
81922,40,4,36,2
81923,49,6,43,2
81924,58,12,46,2
81925,53,6,47,2
81926,58,10,48,2
81927,39,3,36,2
81928,56,9,47,2
81929,56,4,52,2
81930,69,9,60,2
81931,51,10,41,2
81932,51,6,45,2
81933,66,5,61,2
81934,54,6,48,2
81935,51,5,46,2
81936,60,7,53,2
81937,45,5,40,2
81938,52,4,48,2
81939,54,5,49,2
81940,60,8,52,2
81941,47,5,42,2
81942,56,6,50,2
81943,52,6,46,2
81944,58,6,52,2
81945,38,3,35,2
81946,46,1,45,2
81947,54,8,46,2
81948,64,6,58,2
81949,64,7,57,2
81950,73,7,66,2
81951,66,3,63,2
81952,33,4,29,2
81953,51,6,45,2
81954,47,8,39,2
81955,56,10,46,2
81956,49,4,45,2
81957,51,9,42,2
81958,65,11,54,2
81959,60,3,57,2
81960,52,4,48,2
81961,46,3,43,2
81962,54,8,46,2
81963,64,8,56,2
81964,49,6,43,2
81965,51,7,44,2
81966,59,5,54,2
81967,66,7,59,2
81968,62,14,48,2
81969,50,5,45,2
81970,45,4,41,2
81971,55,8,47,2
81972,46,5,41,2
81973,71,14,57,2
81974,52,3,49,2
81975,49,6,43,2
81976,55,5,50,2
81977,54,4,50,2
81978,55,6,49,2
81979,42,7,35,2
81980,67,10,57,2
81981,71,5,66,2
81982,55,6,49,2
81983,51,5,46,2
81984,47,5,42,2
81985,45,4,41,2
81986,57,4,53,2
81987,64,7,57,2
81988,53,6,47,2
81989,59,8,51,2
81990,49,2,47,2
81991,60,2,58,2
81992,42,10,32,2
81993,71,7,64,2
81994,57,8,49,2
81995,49,2,47,2
81996,38,10,28,2
81997,44,5,39,2
81998,52,6,46,2
81999,66,5,61,2
82000,50,5,45,2
82001,57,8,49,2
82002,53,5,48,2
82003,49,6,43,2
82004,68,14,54,2
82005,45,5,40,2
82006,59,6,53,2
82007,59,9,50,2
82008,48,4,44,2
82009,48,7,41,2
82010,57,7,50,2
82011,57,7,50,2
82012,61,5,56,2
82013,45,6,39,2
82014,48,7,41,2
82015,50,3,47,2
82016,41,5,36,2
82017,48,7,41,2
82018,54,1,53,2
82019,45,4,41,2
82020,66,5,61,2
82021,63,6,57,2
82022,54,4,50,2
82023,67,7,60,2
82024,39,3,36,2
82025,50,5,45,2
82026,50,9,41,2
82027,41,6,35,2
82028,51,4,47,2
82029,76,10,66,2
82030,52,4,48,2
82031,58,4,54,2
82032,54,6,48,2
82033,48,4,44,2
82034,53,8,45,2
82035,55,7,48,2
82036,63,9,54,2
82037,59,6,53,2
82038,60,9,51,2
82039,68,5,63,2
82040,52,7,45,2
82041,47,7,40,2
82042,55,4,51,2
82043,42,2,40,2
82044,55,7,48,2
82045,48,6,42,2
82046,51,8,43,2
82047,50,1,49,2
82048,52,7,45,2
82049,70,7,63,2
82050,44,6,38,2
82051,68,10,58,2
82052,52,6,46,2
82053,54,5,49,2
82054,57,11,46,2
82055,51,6,45,2
82056,68,11,57,2
82057,46,4,42,2
82058,56,5,51,2
82059,58,14,44,2
82060,56,6,50,2
82061,53,3,50,2
82062,46,2,44,2
82063,53,6,47,2
82064,59,7,52,2
82065,33,6,27,2
82066,60,11,49,2
82067,56,7,49,2
82068,39,4,35,2
82069,38,4,34,2
82070,55,9,46,2
82071,50,4,46,2
82072,47,6,41,2
82073,52,4,48,2
82074,49,6,43,2
82075,47,6,41,2
82076,53,6,47,2
82077,52,9,43,2
82078,51,8,43,2
82079,59,9,50,2
82080,55,8,47,2
82081,55,5,50,2
82082,60,7,53,2
82083,55,6,49,2
82084,54,8,46,2
82085,53,4,49,2
82086,57,11,46,2
82087,63,6,57,2
82088,52,7,45,2
82089,51,9,42,2
82090,47,9,38,2
82091,54,2,52,2
82092,56,5,51,2
82093,58,5,53,2
82094,41,3,38,2
82095,55,5,50,2
82096,42,4,38,2
82097,52,5,47,2
82098,60,9,51,2
82099,51,7,44,2
82100,62,10,52,2
82101,52,3,49,2
82102,63,8,55,2
82103,61,11,50,2
82104,48,3,45,2
82105,58,7,51,2
82106,51,4,47,2
82107,51,7,44,2
82108,49,5,44,2
82109,46,5,41,2
82110,59,5,54,2
82111,63,7,56,2
82112,52,6,46,2
82113,55,8,47,2
82114,53,8,45,2
82115,58,6,52,2
82116,61,2,59,2
82117,58,4,54,2
82118,56,5,51,2
82119,66,5,61,2
82120,44,6,38,2
82121,58,6,52,2
82122,46,6,40,2
82123,62,6,56,2
82124,65,6,59,2
82125,62,9,53,2
82126,48,10,38,2
82127,60,3,57,2
82128,58,5,53,2
82129,52,4,48,2
82130,62,10,52,2
82131,45,2,43,2
82132,46,12,34,2
82133,61,12,49,2
82134,50,8,42,2
82135,56,5,51,2
82136,41,6,35,2
82137,41,5,36,2
82138,56,5,51,2
82139,62,12,50,2
82140,56,3,53,2
82141,61,8,53,2
82142,53,4,49,2
82143,51,5,46,2
82144,52,6,46,2
82145,68,5,63,2
82146,55,5,50,2
82147,58,6,52,2
82148,61,6,55,2
82149,63,3,60,2
82150,62,9,53,2
82151,54,5,49,2
82152,47,7,40,2
82153,55,4,51,2
82154,62,11,51,2
82155,55,5,50,2
82156,57,7,50,2
82157,63,7,56,2
82158,59,9,50,2
82160,38,3,35,2
82161,62,11,51,2
82162,52,11,41,2
82163,51,5,46,2
82164,56,8,48,2
82165,55,10,45,2
82166,48,7,41,2
82167,56,5,51,2
82168,46,2,44,2
82169,55,7,48,2
82170,56,10,46,2
82171,60,3,57,2
82172,46,4,42,2
82173,47,7,40,2
82174,48,3,45,2
82175,68,7,61,2
82176,67,5,62,2
82177,66,10,56,2
82178,58,8,50,2
82179,61,4,57,2
82180,57,9,48,2
82181,57,12,45,2
82182,61,9,52,2
82183,58,7,51,2
82184,58,6,52,2
82185,67,5,62,2
82186,47,5,42,2
82187,45,6,39,2
82188,62,8,54,2
82189,50,6,44,2
82190,58,8,50,2
82191,50,8,42,2
82192,46,2,44,2
82193,64,6,58,2
82194,47,4,43,2
82195,50,5,45,2
82196,49,5,44,2
82197,46,5,41,2
82198,56,6,50,2
82199,57,6,51,2
82200,58,12,46,2
82201,62,12,50,2
82202,51,8,43,2
82203,43,7,36,2
82204,53,7,46,2
82205,54,8,46,2
82206,54,5,49,2
82207,44,3,41,2
82208,49,10,39,2
82209,45,6,39,2
82210,57,8,49,2
82211,56,10,46,2
82212,59,4,55,2
82213,66,10,56,2
82214,63,7,56,2
82215,58,2,56,2
82216,53,7,46,2
82217,53,6,47,2
82218,50,3,47,2
82219,48,1,47,2
82220,61,8,53,2
82221,61,8,53,2
82222,49,4,45,2
82223,46,6,40,2
82224,52,8,44,2
82225,55,5,50,2
82226,62,13,49,2
82227,51,5,46,2
82228,60,5,55,2
82229,55,14,41,2
82230,61,5,56,2
82231,57,4,53,2
82232,61,11,50,2
82233,55,5,50,2
82234,48,9,39,2
82235,52,9,43,2
82236,58,6,52,2
82237,42,7,35,2
82238,61,4,57,2
82239,45,4,41,2
82240,61,11,50,2
82241,64,5,59,2
82242,54,15,39,2
82243,44,5,39,2
82244,70,14,56,2
82245,70,5,65,2
82246,54,5,49,2
82247,59,9,50,2
82248,55,9,46,2
82249,53,9,44,2
82250,59,10,49,2
82251,62,9,53,2
82252,54,6,48,2
82253,51,4,47,2
82254,51,7,44,2
82255,64,5,59,2
82256,55,7,48,2
82257,43,4,39,2
82258,56,7,49,2
82259,67,12,55,2
82260,56,9,47,2
82261,59,9,50,2
82262,45,6,39,2
82263,52,6,46,2
82264,63,7,56,2
82265,50,4,46,2
82266,54,7,47,2
82267,43,9,34,2
82268,66,8,58,2
82269,63,8,55,2
82270,59,11,48,2
82271,63,8,55,2
82272,43,2,41,2
82273,48,11,37,2
82274,54,8,46,2
82275,49,5,44,2
82277,47,10,37,2
82278,49,8,41,2
82279,60,7,53,2
82280,64,11,53,2
82281,70,4,66,2
82282,59,6,53,2
82283,70,4,66,2
82284,60,6,54,2
82285,63,12,51,2
82286,61,5,56,2
82287,55,7,48,2
82288,44,5,39,2
82289,67,9,58,2
82290,56,7,49,2
82291,45,6,39,2
82292,47,7,40,2
82293,54,6,48,2
82294,66,8,58,2
82295,66,4,62,2
82296,65,7,58,2
82297,57,4,53,2
82298,44,8,36,2
82299,57,7,50,2
82300,50,5,45,2
82301,47,5,42,2
82302,63,5,58,2
82303,54,6,48,2
82304,54,7,47,2
82305,60,9,51,2
82306,42,3,39,2
82307,67,9,58,2
82308,50,8,42,2
82309,38,4,34,2
82310,50,7,43,2
82311,57,12,45,2
82312,55,6,49,2
82313,50,7,43,2
82314,59,12,47,2
82315,66,8,58,2
82316,55,5,50,2
82317,47,6,41,2
82318,47,8,39,2
82319,58,6,52,2
82320,56,4,52,2
82321,51,3,48,2
82322,49,7,42,2
82323,47,2,45,2
82324,62,7,55,2
82325,60,7,53,2
82326,67,8,59,2
82327,50,7,43,2
82328,65,10,55,2
82329,63,9,54,2
82330,60,7,53,2
82331,49,6,43,2
82332,61,8,53,2
82333,56,5,51,2
82334,57,6,51,2
82335,49,0,49,1
82336,64,8,56,2
82337,46,2,44,2
82338,45,5,40,2
82339,47,7,40,2
82340,71,6,65,2
82341,52,6,46,2
82342,50,5,45,2
82343,59,4,55,2
82344,62,7,55,2
82345,47,3,44,2
82346,44,5,39,2
82347,43,4,39,2
82348,64,9,55,2
82349,57,8,49,2
82350,55,4,51,2
82351,62,8,54,2
82352,60,9,51,2
82353,49,5,44,2
82354,49,4,45,2
82355,64,12,52,2
82356,54,6,48,2
82357,47,9,38,2
82358,49,6,43,2
82359,54,10,44,2
82360,65,11,54,2
82361,60,6,54,2
82362,58,8,50,2
82363,52,5,47,2
82364,52,8,44,2
82365,60,5,55,2
82366,54,7,47,2
82367,59,3,56,2
82368,52,9,43,2
82369,53,7,46,2
82370,49,4,45,2
82371,42,8,34,2
82372,52,4,48,2
82373,51,5,46,2
82374,50,5,45,2
82375,57,7,50,2
82376,59,5,54,2
82377,50,3,47,2
82378,55,5,50,2
82379,59,9,50,2
82380,50,6,44,2
82381,70,5,65,2
82382,54,5,49,2
82383,48,6,42,2
82384,67,6,61,2
82385,53,5,48,2
82386,53,7,46,2
82387,57,10,47,2
82388,46,4,42,2
82389,43,10,33,2
82390,55,9,46,2
82391,53,9,44,2
82392,48,3,45,2
82393,57,9,48,2
82394,41,9,32,2
82395,66,10,56,2
82396,63,3,60,2
82397,52,9,43,2
82398,51,5,46,2
82399,46,5,41,2
82400,51,3,48,2
82401,69,12,57,2
82402,47,8,39,2
82403,58,4,54,2
82404,54,7,47,2
82405,55,12,43,2
82406,43,5,38,2
82407,41,4,37,2
82408,52,3,49,2
82409,46,5,41,2
82410,57,3,54,2
82411,66,10,56,2
82412,70,11,59,2
82413,50,5,45,2
82414,42,2,40,2
82415,65,5,60,2
82416,51,3,48,2
82417,55,7,48,2
82418,56,5,51,2
82419,61,7,54,2
82420,55,5,50,2
82421,58,8,50,2
82422,49,5,44,2
82424,45,5,40,2
82425,68,15,53,2
82426,51,9,42,2
82427,62,10,52,2
82428,56,9,47,2
82429,73,6,67,2
82430,59,6,53,2
82431,57,7,50,2
82432,61,4,57,2
82433,62,7,55,2
82434,54,6,48,2
82435,43,5,38,2
82436,67,8,59,2
82437,69,11,58,2
82438,53,10,43,2
82439,55,6,49,2
82440,72,12,60,2
82441,52,8,44,2
82442,57,7,50,2
82443,43,6,37,2
82444,53,5,48,2
82445,46,3,43,2
82446,56,5,51,2
82447,65,9,56,2
82448,52,6,46,2
82449,36,4,32,2
82450,60,7,53,2
82451,51,6,45,2
82452,44,4,40,2
82453,66,5,61,2
82454,49,1,48,2
82455,53,7,46,2
82456,54,11,43,2
82457,59,13,46,2
82458,51,4,47,2
82459,53,8,45,2
82460,63,4,59,2
82461,47,8,39,2
82462,41,4,37,2
82463,46,7,39,2
82464,52,7,45,2
82465,38,7,31,2
82466,60,9,51,2
82467,48,8,40,2
82468,48,1,47,2
82469,59,10,49,2
82470,58,3,55,2
82471,49,8,41,2
82472,52,3,49,2
82473,55,6,49,2
82474,58,8,50,2
82475,51,4,47,2
82476,57,3,54,2
82477,45,5,40,2
82478,41,5,36,2
82479,52,9,43,2
82480,56,9,47,2
82481,58,6,52,2
82482,46,8,38,2
82483,69,8,61,2
82484,56,4,52,2
82485,55,7,48,2
82486,52,5,47,2
82487,46,7,39,2
82488,55,4,51,2
82489,58,5,53,2
82490,40,7,33,2
82491,63,11,52,2
82492,50,2,48,2
82493,54,8,46,2
82494,52,5,47,2
82495,62,6,56,2
82496,67,11,56,2
82497,32,1,31,2
82498,44,3,41,2
82499,64,7,57,2
82500,52,5,47,2
82501,52,7,45,2
82502,47,8,39,2
82503,54,10,44,2
82504,54,5,49,2
82505,54,5,49,2
82506,54,9,45,2
82507,53,10,43,2
82508,50,4,46,2
82509,48,3,45,2
82510,57,5,52,2
82511,58,4,54,2
82512,52,6,46,2
82513,56,8,48,2
82514,50,9,41,2
82515,53,4,49,2
82516,47,5,42,2
82517,50,9,41,2
82518,60,8,52,2
82519,66,6,60,2
82520,56,3,53,2
82521,60,5,55,2
82522,52,4,48,2
82523,51,3,48,2
82524,47,7,40,2
82525,60,5,55,2
82526,53,5,48,2
82527,56,3,53,2
82528,53,6,47,2
82529,52,6,46,2
82530,52,10,42,2
82531,49,7,42,2
82532,56,1,55,2
82533,59,10,49,2
82534,59,12,47,2
82535,51,3,48,2
82536,52,1,51,2
82537,49,7,42,2
82538,56,11,45,2
82539,56,4,52,2
82540,51,5,46,2
82541,45,5,40,2
82542,58,8,50,2
82543,48,5,43,2
82544,59,10,49,2
82545,49,3,46,2
82546,54,9,45,2
82547,60,4,56,2
82548,46,7,39,2
82549,46,6,40,2
82550,55,4,51,2
82551,57,9,48,2
82552,61,3,58,2
82553,53,3,50,2
82554,46,3,43,2
82555,56,4,52,2
82556,59,5,54,2
82557,49,9,40,2
82558,51,6,45,2
82559,54,7,47,2
82560,48,2,46,2
82561,49,5,44,2
82562,54,5,49,2
82563,60,6,54,2
82564,65,4,61,2
82565,64,13,51,2
82566,51,6,45,2
82567,56,7,49,2
82568,64,11,53,2
82569,58,9,49,2
82570,51,1,50,2
82571,53,5,48,2
82572,49,8,41,2
82573,54,6,48,2
82574,63,4,59,2
82575,59,9,50,2
82576,43,6,37,2
82577,49,4,45,2
82578,38,8,30,2
82579,59,5,54,2
82580,64,7,57,2
82581,58,6,52,2
82582,52,7,45,2
82583,51,6,45,2
82584,58,7,51,2
82585,54,5,49,2
82586,67,5,62,2
82587,52,6,46,2
82588,57,8,49,2
82589,47,6,41,2
82590,58,4,54,2
82591,53,6,47,2
82592,50,9,41,2
82593,62,7,55,2
82594,63,6,57,2
82595,56,8,48,2
82596,61,10,51,2
82597,57,5,52,2
82598,46,6,40,2
82599,63,11,52,2
82600,53,8,45,2
82601,42,6,36,2
82602,48,2,46,2
82603,52,5,47,2
82604,54,10,44,2
82605,67,6,61,2
82606,53,11,42,2
82607,54,7,47,2
82608,50,6,44,2
82609,55,6,49,2
82610,60,6,54,2
82611,58,5,53,2
82612,48,4,44,2
82613,56,8,48,2
82614,54,4,50,2
82615,54,8,46,2
82616,55,7,48,2
82617,64,12,52,2
82618,52,6,46,2
82619,53,4,49,2
82620,57,10,47,2
82621,61,4,57,2
82622,53,7,46,2
82623,49,5,44,2
82624,55,2,53,2
82625,49,7,42,2
82626,55,8,47,2
82627,59,6,53,2
82628,46,4,42,2
82629,44,3,41,2
82630,66,5,61,2
82631,58,7,51,2
82632,68,10,58,2
82633,50,9,41,2
82634,54,8,46,2
82635,49,5,44,2
82636,68,10,58,2
82637,65,6,59,2
82638,67,8,59,2
82639,48,10,38,2
82640,60,10,50,2
82641,50,3,47,2
82642,56,12,44,2
82643,50,7,43,2
82644,65,17,48,2
82645,51,7,44,2
82646,67,5,62,2
82647,49,9,40,2
82648,62,9,53,2
82649,61,8,53,2
82650,50,7,43,2
82651,36,4,32,2
82652,47,9,38,2
82653,45,3,42,2
82654,51,7,44,2
82655,58,9,49,2
82656,58,4,54,2
82657,52,9,43,2
82658,43,6,37,2
82659,62,8,54,2
82660,51,4,47,2
82661,49,10,39,2
82662,67,11,56,2
82663,56,6,50,2
82664,52,11,41,2
82665,52,6,46,2
82666,58,3,55,2
82667,53,8,45,2
82668,59,6,53,2
82669,62,10,52,2
82670,54,8,46,2
82671,55,7,48,2
82672,60,6,54,2
82673,47,10,37,2
82674,55,7,48,2
82675,53,4,49,2
82676,56,11,45,2
82677,41,3,38,2
82678,64,6,58,2
82679,48,6,42,2
82681,56,4,52,2
82682,53,9,44,2
82683,49,5,44,2
82684,44,7,37,2
82685,52,4,48,2
82686,52,8,44,2
82687,53,6,47,2
82688,49,10,39,2
82689,63,11,52,2
82690,35,3,32,2
82691,54,9,45,2
82692,67,12,55,2
82693,57,6,51,2
82694,53,7,46,2
82695,40,4,36,2
82696,50,4,46,2
82697,47,2,45,2
82698,46,6,40,2
82699,67,10,57,2
82700,58,7,51,2
82701,58,10,48,2
82702,52,8,44,2
82703,59,10,49,2
82704,48,4,44,2
82705,60,4,56,2
82706,49,2,47,2
82707,58,8,50,2
82708,65,8,57,2
82709,54,6,48,2
82710,46,2,44,2
82711,51,8,43,2
82712,49,8,41,2
82713,56,7,49,2
82714,71,9,62,2
82715,59,9,50,2
82716,63,6,57,2
82717,59,6,53,2
82718,52,5,47,2
82719,54,17,37,2
82720,47,6,41,2
82721,68,9,59,2
82722,57,5,52,2
82723,64,14,50,2
82724,60,11,49,2
82725,52,3,49,2
82726,65,5,60,2
82727,55,9,46,2
82728,54,9,45,2
82729,57,8,49,2
82730,48,11,37,2
82731,46,11,35,2
82732,51,2,49,2
82733,67,14,53,2
82734,49,5,44,2
82735,48,5,43,2
82736,36,2,34,2
82737,60,8,52,2
82738,50,7,43,2
82739,59,3,56,2
82740,55,9,46,2
82741,46,7,39,2
82742,63,10,53,2
82743,58,9,49,2
82744,53,9,44,2
82745,55,8,47,2
82746,53,7,46,2
82747,52,5,47,2
82748,58,6,52,2
82749,46,5,41,2
82750,52,4,48,2
82751,63,7,56,2
82752,55,3,52,2
82753,55,8,47,2
82754,58,9,49,2
82755,48,7,41,2
82756,53,10,43,2
82757,68,7,61,2
82758,66,9,57,2
82759,68,8,60,2
