,is_weekend,count_supports,count_all_days,supports_per_day,supports_per_week,count_of_month,count_of_week,max_subsequence,max_subsequence_week,count_of_bad_trigger_calls,count_of_good_calls
11936,0.16666666666666666,6,6,1.0,1.2,2,5,1,2,6,0
52897,0.0,8,2,4.0,4.0,1,2,7,7,5,0
241317,0.6666666666666666,18,7,2.5714285714285716,4.5,2,4,4,6,5,0
3749,0.6,5,3,1.6666666666666667,1.6666666666666667,2,3,3,3,0,0
3748,0.0,1,1,1.0,1.0,1,1,1,1,0,0
3752,0.0,10,2,5.0,10.0,1,1,8,10,3,0
3750,0.3333333333333333,3,3,1.0,1.0,2,3,1,1,0,0
3754,0.0,4,2,2.0,2.0,2,2,3,2,1,0
3747,0.5,2,2,1.0,2.0,1,1,1,2,0,0
3756,1.0,3,1,3.0,3.0,1,1,3,3,0,0
3757,0.42857142857142855,7,5,1.4,1.75,2,4,2,2,2,0
3758,0.0,6,2,3.0,3.0,1,2,4,4,2,0
11951,0.4,5,2,2.5,2.5,1,2,3,3,1,0
3759,0.6666666666666666,6,3,2.0,2.0,2,3,2,2,0,0
3761,0.8,5,3,1.6666666666666667,1.6666666666666667,1,3,3,3,0,2
3762,0.16666666666666666,6,3,2.0,2.0,2,3,3,3,1,0
151218,0.6,5,3,1.6666666666666667,2.5,2,2,3,3,0,0
3763,0.0,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
3765,0.0,11,2,5.5,5.5,1,2,10,10,5,0
3766,0.0,6,3,2.0,3.0,1,2,3,3,3,0
3767,0.0,3,2,1.5,1.5,1,2,2,2,0,0
3768,0.0,3,1,3.0,3.0,1,1,3,3,3,0
3769,0.125,8,5,1.6,2.0,2,4,3,3,2,0
224954,0.0,2,1,2.0,2.0,1,1,2,2,1,0
3770,0.375,8,7,1.1428571428571428,1.3333333333333333,2,6,2,2,0,0
3772,1.0,1,1,1.0,1.0,1,1,1,1,1,0
3764,0.25,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
3774,0.0,3,1,3.0,3.0,1,1,3,3,0,0
11964,0.3333333333333333,3,3,1.0,1.5,1,2,1,2,0,0
44712,0.0,4,1,4.0,4.0,1,1,4,4,0,0
3777,0.2,20,6,3.3333333333333335,6.666666666666667,1,3,7,9,5,0
28354,0.0,2,1,2.0,2.0,1,1,2,2,0,0
3779,0.6666666666666666,21,8,2.625,4.2,2,5,11,13,4,0
28356,0.0,1,1,1.0,1.0,1,1,1,1,0,0
36541,0.75,8,2,4.0,2.6666666666666665,2,3,6,4,0,1
11969,0.0,7,5,1.4,2.3333333333333335,2,3,2,4,0,1
3783,0.4,10,3,3.3333333333333335,5.0,1,2,4,6,6,0
3784,0.7,10,4,2.5,5.0,2,2,6,7,4,0
241353,0.0,15,6,2.5,3.75,2,4,5,5,8,0
93898,0.058823529411764705,17,3,5.666666666666667,5.666666666666667,2,3,12,12,6,0
3786,1.0,1,1,1.0,1.0,1,1,1,1,1,0
3785,0.4444444444444444,9,3,3.0,4.5,2,2,4,7,6,0
28364,0.037037037037037035,27,10,2.7,5.4,2,5,6,10,18,0
224974,1.0,1,1,1.0,1.0,1,1,1,1,1,0
3791,0.0,2,1,2.0,2.0,1,1,2,2,1,0
52855,0.0,12,5,2.4,3.0,2,4,7,8,5,0
3793,0.0,12,5,2.4,3.0,2,4,3,5,5,0
52940,0.5384615384615384,13,8,1.625,2.6,2,5,4,5,7,0
52941,0.0,3,1,3.0,3.0,1,1,3,3,2,0
3795,0.0,2,1,2.0,2.0,1,1,2,2,0,0
3796,0.0,3,1,3.0,3.0,1,1,3,3,0,0
208598,0.0,5,3,1.6666666666666667,1.6666666666666667,2,3,3,3,2,0
3799,0.2,10,2,5.0,10.0,1,1,8,10,4,0
3800,0.38461538461538464,13,5,2.6,2.6,2,5,6,6,4,4
3798,0.045454545454545456,22,10,2.2,3.142857142857143,2,7,7,7,3,2
184024,0.0,4,2,2.0,2.0,2,2,2,2,0,0
52955,0.0,2,1,2.0,2.0,1,1,2,2,1,0
3804,0.5,6,5,1.2,2.0,2,3,2,3,1,0
44764,0.3333333333333333,6,4,1.5,2.0,1,3,3,3,1,0
11998,0.0,3,1,3.0,3.0,1,1,3,3,2,0
3807,1.0,1,1,1.0,1.0,1,1,1,1,0,0
3802,0.0,2,1,2.0,2.0,1,1,2,2,0,0
3801,0.0,5,3,1.6666666666666667,1.6666666666666667,2,3,3,2,0,0
3808,1.0,3,1,3.0,3.0,1,1,3,3,0,0
3811,0.0625,16,5,3.2,16.0,1,1,7,16,10,0
3812,1.0,6,2,3.0,3.0,1,2,4,4,4,0
44718,0.5,6,4,1.5,1.5,2,4,2,2,0,0
3814,0.3333333333333333,3,3,1.0,1.5,2,2,1,2,0,0
44775,0.6666666666666666,3,3,1.0,1.0,2,3,1,1,0,0
44776,0.0,6,2,3.0,6.0,1,1,3,6,0,0
28386,0.2,5,4,1.25,1.6666666666666667,2,3,2,3,0,0
36586,0.6666666666666666,3,3,1.0,3.0,1,1,1,3,0,0
12011,0.3333333333333333,3,3,1.0,1.5,2,2,1,2,1,0
3820,0.0,2,1,2.0,2.0,1,1,2,2,1,0
3821,1.0,1,1,1.0,1.0,1,1,1,1,0,0
52974,0.125,8,3,2.6666666666666665,4.0,2,2,4,4,4,0
3823,0.0,3,2,1.5,3.0,1,1,2,3,0,0
12015,0.0,3,3,1.0,1.5,1,2,1,2,1,0
93936,0.0,1,1,1.0,1.0,1,1,1,1,0,0
44786,1.0,1,1,1.0,1.0,1,1,1,1,1,0
3819,0.0,3,2,1.5,1.5,2,2,2,2,0,0
3828,0.0,3,1,3.0,3.0,1,1,3,3,1,0
225013,0.6666666666666666,3,2,1.5,1.5,1,2,2,2,3,0
3830,0.5,2,2,1.0,1.0,2,2,1,1,0,0
3831,0.0,6,2,3.0,2.0,2,3,3,3,2,0
3832,1.0,1,1,1.0,1.0,1,1,1,1,1,0
52984,0.16666666666666666,6,5,1.2,1.0,2,6,2,1,0,0
3826,0.3,10,4,2.5,3.3333333333333335,2,3,4,5,0,0
3835,0.25,4,2,2.0,2.0,1,2,3,3,2,0
3836,0.5833333333333334,12,6,2.0,2.4,2,5,4,4,2,2
44795,0.25,4,2,2.0,2.0,2,2,3,3,2,0
44798,0.0,7,3,2.3333333333333335,7.0,1,1,4,7,0,0
3839,0.0,4,2,2.0,2.0,1,2,3,3,2,0
44799,0.09090909090909091,11,5,2.2,2.75,2,4,4,4,3,0
3841,0.0,1,1,1.0,1.0,1,1,1,1,0,0
3840,0.0,1,1,1.0,1.0,1,1,1,1,0,0
3843,0.0,5,2,2.5,5.0,1,1,4,5,0,0
3844,0.0,5,2,2.5,2.5,2,2,3,4,0,0
28421,0.9090909090909091,11,4,2.75,3.6666666666666665,2,3,7,7,3,0
28422,0.4,5,2,2.5,2.5,1,2,3,3,2,0
3845,0.0,1,1,1.0,1.0,1,1,1,1,0,0
3848,0.0,7,1,7.0,7.0,1,1,7,7,3,0
12040,1.0,10,1,10.0,10.0,1,1,10,10,3,0
44808,0.6,5,4,1.25,1.25,2,4,2,2,1,0
3851,0.0,1,1,1.0,1.0,1,1,1,1,1,0
53000,0.0,3,1,3.0,3.0,1,1,3,3,1,0
53005,0.0,3,1,3.0,1.5,2,2,3,2,1,0
3849,0.0,1,1,1.0,1.0,1,1,1,1,0,0
3855,0.42857142857142855,7,2,3.5,3.5,1,2,4,4,2,0
3856,0.0,2,2,1.0,1.0,2,2,1,1,0,0
53009,0.0,2,1,2.0,2.0,1,1,2,2,1,0
3858,1.0,2,1,2.0,2.0,1,1,2,2,2,0
3859,0.1554054054054054,148,26,5.6923076923076925,16.444444444444443,2,9,18,39,12,2
53011,0.5,8,3,2.6666666666666665,2.6666666666666665,2,3,4,4,3,0
192273,0.0,4,1,4.0,4.0,1,1,4,4,0,0
28438,0.5,2,2,1.0,1.0,2,2,1,1,2,0
3857,0.18181818181818182,11,6,1.8333333333333333,1.8333333333333333,2,6,2,2,0,0
28440,0.0,14,2,7.0,14.0,1,1,9,14,11,0
53016,0.2727272727272727,11,6,1.8333333333333333,1.5714285714285714,2,7,4,5,2,1
44826,0.0,10,2,5.0,5.0,2,2,5,5,2,0
3862,0.0,1,1,1.0,1.0,1,1,1,1,0,0
12059,0.0,1,1,1.0,1.0,1,1,1,1,0,0
44731,1.0,1,1,1.0,1.0,1,1,1,1,0,0
12062,0.2,5,2,2.5,1.6666666666666667,2,3,4,2,1,0
28442,0.0,6,5,1.2,2.0,2,3,2,4,0,0
3872,0.0,11,2,5.5,11.0,1,1,10,11,2,0
3873,0.0,1,1,1.0,1.0,1,1,1,1,0,0
12066,0.0,7,2,3.5,3.5,1,2,5,5,1,0
3874,0.0,1,1,1.0,1.0,1,1,1,1,0,0
28450,0.0,2,1,2.0,2.0,1,1,2,2,0,0
3877,0.0,1,1,1.0,1.0,1,1,1,1,0,0
36640,0.2,5,3,1.6666666666666667,1.6666666666666667,2,3,3,2,0,0
3879,0.6,5,4,1.25,1.6666666666666667,2,3,2,2,2,1
3880,0.0,2,1,2.0,2.0,1,1,2,2,0,0
36649,0.0,8,2,4.0,4.0,2,2,6,6,2,0
53034,1.0,8,1,8.0,8.0,1,1,8,8,3,0
3883,0.4444444444444444,18,3,6.0,4.5,2,4,10,9,6,0
3884,1.0,3,2,1.5,3.0,1,1,2,3,0,0
3885,0.0,6,1,6.0,6.0,1,1,6,6,2,0
36653,0.0,6,2,3.0,3.0,2,2,4,3,1,0
53037,0.0,1,1,1.0,1.0,1,1,1,1,1,0
36656,0.0,5,3,1.6666666666666667,2.5,1,2,2,4,0,0
3886,0.36363636363636365,11,8,1.375,2.2,2,5,2,3,0,0
3890,0.5,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
53038,0.5714285714285714,14,7,2.0,2.8,2,5,5,6,0,10
53044,0.46153846153846156,13,7,1.8571428571428572,2.6,2,5,4,5,0,0
3893,0.0,3,2,1.5,3.0,1,1,2,3,0,0
36662,0.0,6,5,1.2,1.2,2,5,2,2,2,0
3895,0.0,8,3,2.6666666666666665,4.0,2,2,4,6,1,2
3896,0.0,1,1,1.0,1.0,1,1,1,1,0,0
3897,0.0,3,2,1.5,1.5,2,2,2,2,0,0
28474,0.2727272727272727,11,5,2.2,2.75,2,4,3,5,1,0
3894,0.0,2,2,1.0,1.0,1,2,1,1,0,0
3900,0.6666666666666666,3,2,1.5,1.5,1,2,2,2,0,0
3901,0.0,2,1,2.0,2.0,1,1,2,2,0,0
44862,0.8333333333333334,6,4,1.5,2.0,2,3,3,4,3,0
53055,0.0,1,1,1.0,1.0,1,1,1,1,0,0
3904,0.125,8,6,1.3333333333333333,1.6,2,5,2,2,0,2
3905,0.0,3,3,1.0,1.5,1,2,1,2,0,0
3906,0.0,5,1,5.0,5.0,1,1,5,5,2,0
3907,1.0,3,1,3.0,3.0,1,1,3,3,3,0
28483,0.0,4,2,2.0,2.0,1,2,2,2,1,1
3909,0.3333333333333333,3,3,1.0,1.0,2,3,1,1,0,0
12098,0.6,5,3,1.6666666666666667,1.6666666666666667,2,3,2,2,0,0
3911,0.5,6,5,1.2,1.2,2,5,2,2,0,0
3912,0.0,4,1,4.0,4.0,1,1,4,4,0,0
3913,0.3076923076923077,13,2,6.5,6.5,1,2,9,9,1,0
3914,0.0,4,3,1.3333333333333333,2.0,2,2,2,3,0,0
3915,0.08333333333333333,12,8,1.5,2.4,2,5,3,4,0,0
28457,0.0,5,2,2.5,2.5,2,2,4,4,0,0
3917,0.5,4,4,1.0,1.0,2,4,1,1,0,0
3918,0.4117647058823529,17,10,1.7,2.8333333333333335,2,6,5,5,2,0
12176,1.0,2,1,2.0,2.0,1,1,2,2,0,1
3920,1.0,1,1,1.0,1.0,1,1,1,1,0,0
3921,0.4,5,3,1.6666666666666667,1.6666666666666667,2,3,3,3,2,0
28497,1.0,4,2,2.0,2.0,2,2,3,3,2,0
3923,0.75,4,2,2.0,4.0,1,1,3,4,4,0
44884,0.0,2,2,1.0,2.0,1,1,1,2,0,0
12115,0.0,3,1,3.0,1.5,2,2,3,2,0,0
3926,0.0,9,4,2.25,2.25,2,4,4,3,1,0
3927,0.0,6,2,3.0,2.0,2,3,5,3,0,0
44887,0.0,7,5,1.4,1.75,2,4,3,3,0,0
3929,0.0,3,3,1.0,1.0,2,3,1,1,0,0
44889,0.0,2,2,1.0,1.0,2,2,1,1,0,0
3931,0.75,8,3,2.6666666666666665,4.0,1,2,3,5,1,0
12123,0.0,20,5,4.0,6.666666666666667,2,3,9,14,10,1
12124,0.3333333333333333,3,2,1.5,1.5,2,2,2,2,1,0
53084,0.5,2,2,1.0,1.0,2,2,1,1,1,0
28511,0.28,25,12,2.0833333333333335,3.5714285714285716,2,7,5,6,1,0
3936,0.25,8,2,4.0,4.0,2,2,6,6,1,0
3933,0.6666666666666666,3,2,1.5,1.5,1,2,2,2,0,0
3938,0.0,6,4,1.5,2.0,2,3,3,4,2,0
3939,0.3333333333333333,6,4,1.5,2.0,2,3,3,4,5,0
4038,1.0,1,1,1.0,1.0,1,1,1,1,0,0
3932,0.0,3,3,1.0,1.5,1,2,1,2,0,0
3942,1.0,4,1,4.0,4.0,1,1,4,4,0,0
12126,0.6666666666666666,3,2,1.5,1.5,1,2,2,2,0,0
3944,0.0,4,4,1.0,1.0,2,4,1,1,0,0
53088,0.0,6,4,1.5,1.5,2,4,3,3,0,0
3946,0.18181818181818182,11,5,2.2,1.8333333333333333,2,6,3,3,5,0
3947,0.0,3,3,1.0,1.0,2,3,1,1,1,0
53099,0.14285714285714285,7,5,1.4,1.75,2,4,2,2,6,0
3949,0.5,18,14,1.2857142857142858,2.5714285714285716,2,7,3,6,0,0
3948,1.0,3,1,3.0,3.0,1,1,3,3,0,0
3950,0.14285714285714285,7,3,2.3333333333333335,3.5,2,2,4,4,0,0
3952,0.0,17,4,4.25,4.25,2,4,12,12,10,0
3953,0.4,10,3,3.3333333333333335,10.0,1,1,5,10,3,3
36722,0.0,3,2,1.5,1.5,2,2,2,2,1,0
4042,0.6666666666666666,3,2,1.5,3.0,1,1,2,3,0,0
3956,0.14285714285714285,7,2,3.5,2.3333333333333335,2,3,6,3,0,0
3957,0.46153846153846156,13,7,1.8571428571428572,3.25,2,4,6,6,2,0
3958,0.8,5,2,2.5,2.5,2,2,4,4,1,0
3959,0.0,1,1,1.0,1.0,1,1,1,1,1,0
44920,0.75,4,2,2.0,2.0,2,2,3,3,1,0
53111,0.13333333333333333,15,7,2.142857142857143,2.5,2,6,5,4,5,0
53114,0.15384615384615385,13,5,2.6,4.333333333333333,2,3,5,6,5,0
3962,0.125,8,4,2.0,1.6,2,5,4,2,0,1
3955,1.0,1,1,1.0,1.0,1,1,1,1,0,0
3964,0.2857142857142857,7,7,1.0,1.1666666666666667,2,6,1,2,0,0
3966,0.0,2,1,2.0,2.0,1,1,2,2,0,0
3960,0.0,5,3,1.6666666666666667,1.6666666666666667,2,3,2,2,0,1
12158,0.0,2,2,1.0,1.0,1,2,1,1,0,0
126849,0.0,2,1,2.0,2.0,1,1,2,2,0,0
12155,0.0,1,1,1.0,1.0,1,1,1,1,0,0
3971,0.21428571428571427,14,9,1.5555555555555556,2.8,2,5,2,4,0,9
3972,0.5,2,2,1.0,1.0,1,2,1,1,0,0
3973,0.0,3,1,3.0,3.0,1,1,3,3,2,0
53126,0.5833333333333334,12,5,2.4,2.4,2,5,3,3,1,0
12160,1.0,6,1,6.0,3.0,2,2,6,4,0,0
3976,0.0,4,4,1.0,1.3333333333333333,2,3,1,2,0,0
3977,0.0,7,3,2.3333333333333335,7.0,1,1,4,7,3,0
36746,0.3,10,3,3.3333333333333335,3.3333333333333335,2,3,4,4,3,0
12168,1.0,2,2,1.0,1.0,2,2,1,1,0,0
44753,0.3333333333333333,3,3,1.0,1.5,2,2,1,2,0,0
3981,0.0,3,1,3.0,3.0,1,1,3,3,1,0
53134,0.0,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,1,0
28556,0.5,2,2,1.0,1.0,1,2,1,1,0,0
44944,0.1111111111111111,9,4,2.25,3.0,1,3,3,5,8,0
274321,0.0,8,6,1.3333333333333333,2.6666666666666665,1,3,3,5,0,0
3986,0.7142857142857143,7,4,1.75,2.3333333333333335,2,3,4,5,3,0
3984,0.75,4,2,2.0,2.0,1,2,3,3,0,0
3988,0.0,6,2,3.0,3.0,2,2,5,5,2,0
3989,0.0,2,1,2.0,2.0,1,1,2,2,0,0
12179,0.5,6,4,1.5,1.5,2,4,2,2,0,0
3991,0.0,3,1,3.0,3.0,1,1,3,3,0,0
28565,0.23076923076923078,13,10,1.3,1.8571428571428572,2,7,2,3,0,7
36752,0.0,2,1,2.0,2.0,1,1,2,2,0,0
28473,1.0,5,1,5.0,2.5,2,2,5,3,0,0
3995,1.0,1,1,1.0,1.0,1,1,1,1,0,0
28563,0.0,2,1,2.0,2.0,1,1,2,2,0,0
3997,0.0,1,1,1.0,1.0,1,1,1,1,0,0
3998,1.0,3,1,3.0,3.0,1,1,3,3,0,0
3999,0.25,12,2,6.0,6.0,2,2,9,9,3,0
4000,0.0,3,1,3.0,3.0,1,1,3,3,0,0
4001,0.3333333333333333,6,6,1.0,2.0,2,3,1,3,6,0
4002,0.5,10,4,2.5,3.3333333333333335,2,3,4,8,2,0
28577,0.0,2,1,2.0,2.0,1,1,2,2,2,0
4003,0.2222222222222222,9,6,1.5,1.8,2,5,4,4,0,0
4005,0.4,5,2,2.5,2.5,2,2,3,3,0,0
44966,0.0,12,3,4.0,6.0,1,2,7,7,4,0
4006,0.0,1,1,1.0,1.0,1,1,1,1,0,0
4008,0.25,4,4,1.0,1.3333333333333333,2,3,1,2,3,0
44961,0.0,4,2,2.0,2.0,1,2,3,3,0,0
4010,0.6,5,3,1.6666666666666667,1.6666666666666667,2,3,3,3,2,0
4011,0.4444444444444444,9,4,2.25,2.25,2,4,5,5,0,6
4012,0.0,9,1,9.0,4.5,2,2,9,7,1,0
44971,0.0,1,1,1.0,1.0,1,1,1,1,0,0
28590,0.0,2,1,2.0,2.0,1,1,2,2,0,0
44975,0.0,3,3,1.0,1.0,2,3,1,1,1,0
4016,0.0,5,1,5.0,5.0,1,1,5,5,1,0
44976,0.0,4,3,1.3333333333333333,1.0,2,4,2,1,1,0
44977,0.0,1,1,1.0,1.0,1,1,1,1,1,0
44979,0.2222222222222222,9,4,2.25,2.25,2,4,3,3,6,0
4020,0.1,10,6,1.6666666666666667,3.3333333333333335,2,3,3,4,4,0
53167,0.875,8,2,4.0,2.6666666666666665,2,3,7,4,0,0
53169,1.0,2,1,2.0,2.0,1,1,2,2,1,0
4018,0.5,2,2,1.0,2.0,1,1,1,2,0,0
110520,0.0,1,1,1.0,1.0,1,1,1,1,0,0
4021,0.0,1,1,1.0,1.0,1,1,1,1,0,0
4026,0.0,3,2,1.5,3.0,1,1,2,3,0,0
4019,0.2222222222222222,9,4,2.25,2.25,2,4,3,3,0,5
4028,0.0,1,1,1.0,1.0,1,1,1,1,0,0
4024,0.0,5,2,2.5,2.5,2,2,3,4,0,0
4025,0.0,8,5,1.6,1.6,2,5,2,2,0,4
28607,0.0,5,3,1.6666666666666667,2.5,1,2,3,4,1,0
4032,0.0,11,1,11.0,11.0,1,1,11,11,3,0
4033,0.0,15,4,3.75,7.5,1,2,7,8,9,0
44989,0.5,2,2,1.0,1.0,2,2,1,1,0,0
53179,1.0,5,1,5.0,2.5,2,2,5,3,0,3
4036,0.0,6,2,3.0,3.0,1,2,4,4,2,0
4037,0.0,1,1,1.0,1.0,1,1,1,1,1,0
12230,1.0,2,1,2.0,2.0,1,1,2,2,2,0
4039,1.0,2,1,2.0,2.0,1,1,2,2,0,0
4040,0.5,12,4,3.0,4.0,2,3,5,5,4,0
36809,0.0,1,1,1.0,1.0,1,1,1,1,0,0
12233,0.05555555555555555,18,2,9.0,9.0,2,2,17,15,6,0
28614,0.0,2,2,1.0,2.0,1,1,1,2,0,0
28620,0.7272727272727273,11,4,2.75,3.6666666666666665,1,3,6,7,3,0
53197,0.75,4,2,2.0,4.0,1,1,3,4,1,0
4045,0.0,1,1,1.0,1.0,1,1,1,1,0,0
4041,1.0,1,1,1.0,1.0,1,1,1,1,0,0
4048,0.0,7,3,2.3333333333333335,2.3333333333333335,2,3,4,4,2,0
94160,1.0,1,1,1.0,1.0,1,1,1,1,0,0
4050,0.2,15,4,3.75,7.5,1,2,7,10,6,0
53202,1.0,2,1,2.0,2.0,1,1,2,2,1,0
4044,1.0,1,1,1.0,1.0,1,1,1,1,0,0
4053,0.75,8,4,2.0,2.0,2,4,5,3,0,2
4054,0.6666666666666666,6,2,3.0,3.0,1,2,4,4,2,0
4047,0.0,8,1,8.0,4.0,2,2,8,4,0,0
36626,0.0,3,3,1.0,1.0,2,3,1,1,0,0
4057,0.0,2,1,2.0,2.0,1,1,2,2,1,0
45017,0.0,2,1,2.0,2.0,1,1,2,2,2,0
4059,0.0,5,2,2.5,2.5,1,2,4,4,0,0
53207,0.0,5,4,1.25,1.25,2,4,2,2,0,0
4061,0.3181818181818182,22,6,3.6666666666666665,7.333333333333333,2,3,8,15,8,0
4062,0.2,5,2,2.5,2.5,1,2,4,4,0,0
12255,0.0,4,2,2.0,4.0,1,1,2,4,2,0
4063,0.0,9,2,4.5,4.5,2,2,5,5,2,0
53217,0.0,11,3,3.6666666666666665,5.5,1,2,7,10,6,0
4064,0.0,5,1,5.0,2.5,2,2,5,3,0,0
4067,0.0,3,3,1.0,1.0,1,3,1,1,0,0
36629,1.0,1,1,1.0,1.0,1,1,1,1,0,0
159717,0.0,6,2,3.0,3.0,1,2,3,3,1,0
4069,0.25,4,2,2.0,4.0,1,1,3,4,3,0
4071,0.3333333333333333,6,3,2.0,3.0,1,2,2,4,2,0
45029,0.0,11,3,3.6666666666666665,3.6666666666666665,2,3,5,7,6,0
4073,0.0,3,1,3.0,3.0,1,1,3,3,2,0
12266,0.0,3,3,1.0,1.5,2,2,1,2,2,0
12264,0.0,1,1,1.0,1.0,1,1,1,1,1,0
4076,0.0,2,1,2.0,2.0,1,1,2,2,2,0
53226,0.0,3,2,1.5,1.5,2,2,2,2,2,0
4078,0.6666666666666666,3,2,1.5,1.5,2,2,2,2,0,0
4074,0.25,4,3,1.3333333333333333,2.0,2,2,2,3,0,0
45034,0.1,10,8,1.25,1.6666666666666667,2,6,2,3,0,0
4082,0.6,10,4,2.5,3.3333333333333335,2,3,5,5,0,2
53234,0.3888888888888889,18,11,1.6363636363636365,2.0,2,9,4,4,0,7
4084,0.85,20,4,5.0,6.666666666666667,2,3,12,16,9,0
53238,0.0,1,1,1.0,1.0,1,1,1,1,0,0
4087,0.0,2,2,1.0,1.0,1,2,1,1,0,0
45049,0.5,2,2,1.0,1.0,1,2,1,1,2,0
4090,0.0,1,1,1.0,1.0,1,1,1,1,1,0
45050,0.25,20,10,2.0,2.857142857142857,2,7,5,5,5,4
53243,0.0,3,1,3.0,3.0,1,1,3,3,1,0
192507,0.3684210526315789,19,13,1.4615384615384615,2.375,2,8,4,5,2,0
12286,0.8888888888888888,9,3,3.0,4.5,2,2,7,8,1,0
4095,0.0,6,3,2.0,1.5,2,4,3,2,2,0
4096,0.0,3,1,3.0,3.0,1,1,3,3,1,0
4097,0.0,1,1,1.0,1.0,1,1,1,1,0,0
4098,0.0,4,1,4.0,2.0,2,2,4,2,0,0
4099,0.25,4,3,1.3333333333333333,4.0,1,1,2,4,1,0
4100,0.7083333333333334,24,8,3.0,6.0,2,4,13,13,10,0
4101,1.0,4,2,2.0,2.0,1,2,3,3,0,1
4102,0.0,2,1,2.0,2.0,1,1,2,2,0,0
4103,0.4,5,4,1.25,1.6666666666666667,2,3,2,3,0,0
45058,1.0,1,1,1.0,1.0,1,1,1,1,0,0
4105,0.4,5,3,1.6666666666666667,2.5,2,2,2,3,0,0
53257,0.0,9,2,4.5,4.5,2,2,8,8,1,0
4107,0.0,4,1,4.0,4.0,1,1,4,4,0,0
4108,1.0,10,1,10.0,5.0,2,2,10,6,0,0
53261,0.0,2,2,1.0,1.0,1,2,1,1,1,0
4106,0.0,3,1,3.0,3.0,1,1,3,3,0,0
4109,0.0,3,1,3.0,3.0,1,1,3,3,0,0
53264,0.125,8,3,2.6666666666666665,4.0,1,2,4,5,3,0
28688,0.0,2,2,1.0,1.0,2,2,1,1,0,0
12297,1.0,1,1,1.0,1.0,1,1,1,1,0,0
53258,0.25,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,0,0
4116,0.0,2,1,2.0,2.0,1,1,2,2,1,0
28693,0.0,3,3,1.0,1.0,2,3,1,1,3,0
4118,0.21052631578947367,19,5,3.8,4.75,2,4,9,9,10,0
45078,0.7142857142857143,7,2,3.5,3.5,2,2,5,5,1,0
135192,0.0,4,1,4.0,4.0,1,1,4,4,0,0
4120,0.0,1,1,1.0,1.0,1,1,1,1,0,0
4122,1.0,4,1,4.0,2.0,2,2,4,2,1,0
4117,0.125,8,4,2.0,2.6666666666666665,2,3,3,4,0,0
4124,0.0,1,1,1.0,1.0,1,1,1,1,0,0
4125,1.0,4,1,4.0,2.0,2,2,4,2,0,0
4126,0.25,4,3,1.3333333333333333,1.3333333333333333,2,3,2,2,3,0
45082,0.0,1,1,1.0,1.0,1,1,1,1,0,0
4128,0.25,4,4,1.0,1.0,2,4,1,1,0,0
12320,1.0,3,1,3.0,3.0,1,1,3,3,0,0
4130,0.2222222222222222,9,7,1.2857142857142858,2.25,2,4,2,4,0,1
4131,1.0,3,1,3.0,1.5,2,2,3,2,0,0
53284,0.3548387096774194,31,20,1.55,3.4444444444444446,2,9,3,5,0,9
4132,0.16666666666666666,6,5,1.2,1.2,2,5,2,2,0,0
4134,0.92,25,3,8.333333333333334,12.5,1,2,23,24,12,0
53286,0.0,4,3,1.3333333333333333,2.0,1,2,2,3,3,0
4136,1.0,6,1,6.0,3.0,2,2,6,3,0,0
4135,0.5,8,4,2.0,2.0,2,4,4,4,0,3
36906,0.2857142857142857,14,12,1.1666666666666667,1.75,2,8,2,5,0,0
4139,1.0,12,1,12.0,12.0,1,1,12,12,6,0
28715,0.5,8,5,1.6,2.6666666666666665,2,3,3,4,0,0
4141,0.0,1,1,1.0,1.0,1,1,1,1,0,0
200750,0.0,4,1,4.0,4.0,1,1,4,4,0,0
4142,0.0,4,1,4.0,4.0,1,1,4,4,0,0
28714,0.0,1,1,1.0,1.0,1,1,1,1,0,0
69681,0.09090909090909091,11,5,2.2,5.5,1,2,3,7,9,0
12338,0.0,1,1,1.0,1.0,1,1,1,1,0,0
45106,0.5,8,4,2.0,2.6666666666666665,1,3,3,4,0,0
4148,0.3333333333333333,6,2,3.0,6.0,1,1,4,6,2,0
4149,0.0,1,1,1.0,1.0,1,1,1,1,1,0
28726,0.0,4,2,2.0,1.3333333333333333,2,3,3,2,1,0
4151,0.0,5,4,1.25,1.6666666666666667,2,3,2,3,0,0
4145,0.1,10,6,1.6666666666666667,1.6666666666666667,2,6,3,3,0,0
4153,1.0,1,1,1.0,1.0,1,1,1,1,0,0
4154,0.0,2,2,1.0,2.0,1,1,1,2,0,0
4155,0.0,2,1,2.0,2.0,1,1,2,2,0,0
4156,0.0,4,4,1.0,2.0,2,2,1,2,0,0
4150,0.0,1,1,1.0,1.0,1,1,1,1,0,0
4158,0.25,4,2,2.0,2.0,1,2,3,3,0,0
36926,0.0,4,1,4.0,4.0,1,1,4,4,4,0
53311,0.0,5,1,5.0,5.0,1,1,5,5,2,0
45121,0.0,5,3,1.6666666666666667,1.6666666666666667,2,3,2,2,2,0
28738,1.0,6,1,6.0,6.0,1,1,6,6,1,0
4163,0.0,1,1,1.0,1.0,1,1,1,1,1,0
12353,0.5,2,2,1.0,2.0,1,1,1,2,1,0
